48003,2020,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48003,2021,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48003,2022,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2016,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2017,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2018,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2019,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2020,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2021,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48005,2022,TEXAS,Angelina,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2016,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2017,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2018,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2019,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2020,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2021,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48007,2022,TEXAS,Aransas,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2016,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2017,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2018,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2019,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2020,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2021,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48009,2022,TEXAS,Archer,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2016,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2017,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2018,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2019,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2020,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2021,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48011,2022,TEXAS,Armstrong,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48013,2016,TEXAS,Atascosa,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48013,2017,TEXAS,Atascosa,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
